,Time,FrontAxis,VerticalAxis,LateralAxis,SensorID,RSSI,Phase,Frequency,Activity
12723,488.25,1.3156,-0.0022965999999999998,0.11175,4,-63.5,3.7383,923.25,3
12724,488.5,1.0225,0.1355,-0.013684,4,-65.0,2.2534,924.75,3
12725,488.75,1.0225,0.1355,-0.013684,4,-62.5,1.6628,922.25,3
12726,489.0,1.0225,0.1355,-0.013684,3,-51.5,5.3919,923.75,3
12727,489.25,0.96383,0.14698,-0.036489999999999995,4,-64.0,0.049087,923.75,3
12728,489.5,0.96383,0.14698,-0.036489999999999995,3,-51.0,5.9718,922.75,3
12729,489.6,0.9403799999999999,0.15847,-0.047893,4,-63.0,5.7156,921.25,3
12730,491.0,0.9872799999999999,0.15847,-0.025087,3,-51.0,0.0061359,922.25,3
12731,491.25,0.9872799999999999,0.15847,-0.025087,3,-51.0,0.018408,922.25,3
12732,492.0,1.3039,-0.01378,0.11175,1,-59.0,1.6091,921.25,3
12733,492.25,0.9521,0.14698,-0.036489999999999995,3,-51.0,1.1152,920.75,3
12734,492.35,0.9521,0.14698,-0.036489999999999995,4,-63.0,0.033748,920.75,3
12735,492.75,1.2335,0.032152999999999994,0.077541,4,-63.5,0.5476300000000001,920.25,3
12736,493.0,1.0694,0.12402,-0.0022806,4,-63.5,0.50468,923.25,3
12737,493.5,1.0107,0.14698,-0.025087,3,-51.0,0.0061359,922.25,3
12738,493.6,1.0107,0.14698,-0.025087,3,-51.0,0.0076698999999999995,922.25,3
12739,493.75,1.0107,0.14698,-0.025087,1,-58.5,0.72864,922.25,3
12740,494.0,1.4094,-0.01378,0.14595999999999998,3,-51.5,5.3091,923.75,3
12741,494.75,1.2687,0.020669999999999997,0.08894400000000001,4,-63.0,6.231,920.75,3
12742,495.25,1.2804,0.020669999999999997,0.10035,3,-51.0,0.33594,921.75,3
12743,495.5,1.2804,0.020669999999999997,0.10035,3,-51.0,0.33594,921.75,3
12744,496.0,1.3508,-0.0022965999999999998,0.10035,4,-65.0,2.0923,924.75,3
12745,496.25,0.92865,0.14698,-0.059296,4,-67.0,1.2548,925.75,3
12746,496.75,1.0928,0.10105,0.020525,1,-59.0,0.30526,922.75,3
12747,497.5,0.9990100000000001,0.14698,-0.025087,4,-64.0,2.6584,924.25,3
12748,497.75,0.9990100000000001,0.14698,-0.025087,4,-63.5,0.59672,920.25,3
12749,498.5,1.2335,0.032152999999999994,0.077541,4,-62.5,4.7078,922.25,3
12750,498.75,1.2335,0.032152999999999994,0.077541,4,-66.0,1.2563,925.75,3
12751,499.75,1.0107,0.15847,-0.025087,4,-63.5,6.274,920.75,3
12752,500.0,1.0107,0.15847,-0.025087,1,-59.0,5.1695,924.25,3
12753,500.25,1.1749,0.05511900000000001,0.043332,3,-50.5,0.3114,921.75,3
12754,500.35,1.1749,0.05511900000000001,0.043332,1,-59.0,1.1551,921.75,3
12755,500.5,1.1749,0.05511900000000001,0.043332,4,-63.0,3.568,923.25,3
12756,500.75,0.9872799999999999,0.16995,-0.025087,3,-51.0,6.2617,922.25,3
12757,501.0,0.9872799999999999,0.16995,-0.025087,3,-51.0,6.2464,922.25,3
12758,501.25,0.9872799999999999,0.14698,-0.036489999999999995,4,-66.5,1.1704,925.75,3
12759,501.35,0.9872799999999999,0.14698,-0.036489999999999995,1,-59.0,5.5622,923.75,3
12760,501.75,1.1632,0.078086,0.043332,4,-63.0,5.7095,921.25,3
12761,502.0,0.9403799999999999,0.15847,-0.036489999999999995,4,-63.5,6.2157,920.75,3
12762,502.5,1.1163,0.08956900000000001,0.020525,4,-63.5,0.48781,920.25,3
12763,503.0,0.9872799999999999,0.15847,-0.047893,3,-51.5,5.6006,923.25,3
12764,503.5,0.92865,0.14698,-0.070699,4,-66.0,1.2425,925.75,3
12765,504.0,0.9052,0.1355,-0.059296,1,-59.5,1.4711,921.25,3
12766,504.5,1.339,-0.01378,0.12315,4,-63.0,6.2817,920.75,3
12767,505.0,1.3156,-0.01378,0.10035,4,-62.5,5.167999999999999,921.75,3
12768,505.75,1.3039,0.0091865,0.10035,4,-62.5,4.6342,922.25,3
12769,506.25,0.96383,0.14698,-0.047893,4,-64.0,6.1605,923.75,3
12770,506.35,0.96383,0.14698,-0.047893,4,-62.5,4.1172,922.75,3
12771,506.5,0.96383,0.14698,-0.047893,3,-51.0,0.69029,921.25,3
12772,506.75,0.8934799999999999,0.14698,-0.070699,4,-65.5,1.6015,925.25,3
12773,507.0,0.8934799999999999,0.14698,-0.070699,4,-63.0,6.2464,920.75,3
12774,507.25,1.0811,0.12402,-0.0022806,4,-64.0,5.6834,924.25,3
12775,508.0,1.2101,0.043636,0.066138,3,-52.5,1.6659,924.75,3
12776,508.25,1.2101,0.05511900000000001,0.066138,4,-62.5,1.534,922.25,3
12777,508.75,1.339,-0.0022965999999999998,0.11175,4,-63.0,0.98175,922.75,3
12778,509.5,1.2804,0.020669999999999997,0.08894400000000001,4,-64.0,5.6358,924.25,3
12779,510.0,1.2570000000000001,0.032152999999999994,0.11175,4,-63.0,5.099,921.75,3
12780,510.25,1.2570000000000001,0.032152999999999994,0.11175,4,-63.5,0.22243000000000002,923.25,3
12781,511.0,0.9872799999999999,0.19292,0.043332,4,-61.0,0.27151,923.75,3
12782,511.5,1.1514,0.078086,0.11175,4,-61.0,6.0331,921.25,3
12783,511.6,1.1514,0.078086,0.11175,1,-60.0,4.2859,925.25,3
12784,511.75,1.1514,0.078086,0.11175,4,-60.0,0.5230899999999999,920.75,3
12785,512.0,1.1514,0.078086,0.11175,1,-59.5,5.2048,924.25,3
12786,512.5,0.9872799999999999,0.18143,0.054735,4,-60.0,5.7003,921.75,3
12787,512.75,0.9872799999999999,0.18143,0.054735,4,-60.0,1.0523,923.25,3
12788,513.0,0.9872799999999999,0.18143,0.054735,4,-60.5,5.9135,924.75,3
12789,513.75,1.339,0.05511900000000001,0.14595999999999998,4,-65.0,4.4117,922.75,3
12790,514.25,1.128,0.16995,-0.013684,4,-66.0,1.7441,925.25,3
12791,514.35,1.128,0.16995,-0.013684,4,-63.0,0.13806,920.75,3
12792,514.75,1.0576,0.39960999999999997,0.08894400000000001,4,-61.0,4.085,920.25,1
12793,515.0,1.1397,0.45703,0.15736,4,-61.0,1.5539,923.25,1
12794,515.25,1.1397,0.45703,0.15736,4,-68.5,0.09664099999999999,924.75,1
12795,516.25,0.50654,0.95081,0.2942,1,-59.5,0.43258,921.25,1
12796,516.75,0.50654,0.95081,0.2942,3,-65.0,2.1813,924.25,1
12797,517.25,0.50654,0.95081,0.2942,1,-59.0,0.1626,921.75,1
12798,517.5,0.50654,0.95081,0.2942,1,-59.5,0.87284,924.75,1
12799,518.0,0.50654,0.95081,0.2942,1,-58.5,5.7524,922.25,1
12800,518.5,0.50654,0.95081,0.2942,4,-59.5,2.1598,922.75,1
12801,518.75,0.50654,0.95081,0.2942,3,-64.5,0.41417,921.25,1
12802,521.5,-0.15009,0.8589399999999999,0.20297,1,-57.5,1.1827,920.75,4
12803,521.75,-0.15009,0.8589399999999999,0.20297,1,-65.5,5.9948,924.25,4
12804,522.25,-0.15009,0.8589399999999999,0.20297,1,-57.0,2.0571,921.75,4
12805,523.0,0.2603,1.2264,-0.15052000000000001,4,-57.5,0.12732000000000002,925.75,4
12806,523.5,0.2603,1.2264,-0.15052000000000001,1,-64.5,0.6642100000000001,922.75,4
12807,0.0,0.83485,0.14698,0.61348,4,-56.0,0.74551,924.25,3
12808,0.25,0.83485,0.14698,0.61348,4,-56.0,1.1474,923.25,3
12809,0.75,0.83485,0.14698,0.61348,4,-57.5,4.8152,921.75,3
12810,1.0,0.83485,0.14698,0.61348,4,-54.0,5.3797,925.75,3
12811,1.25,0.83485,0.14698,0.61348,4,-57.5,1.3361,922.25,3
12812,1.75,0.83485,0.14698,0.61348,1,-64.5,5.5116,925.25,3
12813,2.0,0.83485,0.14698,0.61348,4,-56.0,0.42645,923.75,3
12814,3.0,1.0342,0.10105,0.61348,4,-58.0,5.5147,921.25,3
12815,3.75,0.7527699999999999,0.21588000000000002,0.5222600000000001,4,-56.5,4.7661,922.25,3
12816,4.25,0.7527699999999999,0.21588000000000002,0.5222600000000001,1,-64.5,3.3287,924.75,3
12817,5.0,0.9169299999999999,0.14698,0.61348,1,-65.0,0.42645,924.25,3
12818,7.0,0.9990100000000001,0.11254000000000002,0.64769,1,-69.5,6.1114,920.75,3
12819,7.5,0.9990100000000001,0.11254000000000002,0.64769,4,-56.0,0.95567,923.25,3
12820,8.0,0.9990100000000001,0.11254000000000002,0.64769,4,-57.5,5.2662,921.25,3
12821,8.25,0.9990100000000001,0.11254000000000002,0.64769,1,-64.5,5.5315,925.75,3
12822,9.0,0.9990100000000001,0.11254000000000002,0.64769,4,-55.0,5.8982,925.25,3
12823,9.75,0.92865,0.14698,0.61348,1,-65.0,0.52462,924.25,3
12824,10.5,0.92865,0.14698,0.61348,4,-56.5,1.9666,921.75,3
12825,11.25,1.1163,0.05511900000000001,0.7047100000000001,4,-56.5,1.5923,922.25,3
12826,11.5,1.1163,0.05511900000000001,0.7047100000000001,1,-66.0,0.021476,924.75,3
12827,12.25,1.1163,0.05511900000000001,0.7047100000000001,4,-55.5,0.27305,924.25,3
12828,13.0,1.0459,0.10105,0.6591,1,-66.5,2.301,921.75,3
12829,13.5,1.0459,0.10105,0.6591,4,-56.0,4.4117,922.75,3
12830,13.75,1.0459,0.10105,0.6591,1,-64.5,5.9196,925.25,3
12831,14.75,0.9052,0.18143,0.57927,1,-65.5,0.35128000000000004,924.25,3
12832,15.5,0.9052,0.18143,0.57927,4,-57.5,1.7794,921.75,3
12833,15.75,0.9052,0.18143,0.57927,4,-56.5,1.2149,922.75,3
12834,16.0,0.9052,0.18143,0.57927,4,-56.5,1.5232,922.25,3
12835,16.75,1.1514,0.05511900000000001,0.6933,4,-56.0,0.5353600000000001,923.75,3
12836,17.25,1.1514,0.05511900000000001,0.6933,1,-65.5,4.2982,923.25,3
12837,17.75,1.1514,0.05511900000000001,0.6933,1,-67.0,5.2907,921.75,3
12838,18.75,0.9169299999999999,0.19292,0.57927,1,-64.5,5.7095,925.25,3
12839,19.0,0.9169299999999999,0.19292,0.57927,4,-56.0,0.39884000000000003,923.75,3
12840,19.5,0.9169299999999999,0.19292,0.57927,4,-55.0,0.075165,924.25,3
12841,19.6,0.9169299999999999,0.19292,0.57927,4,-56.0,0.72097,923.25,3
12842,20.5,0.92865,0.19292,0.57927,4,-54.0,5.2953,925.75,3
12843,20.75,0.92865,0.19292,0.57927,4,-57.0,0.97408,922.75,3
12844,21.0,0.92865,0.19292,0.57927,4,-55.0,5.5929,925.25,3
12845,21.5,0.92865,0.19292,0.57927,1,-65.5,3.7997,923.75,3
12846,22.75,0.96383,0.15847,0.6020800000000001,1,-66.5,5.3337,921.75,3
12847,23.0,0.96383,0.15847,0.6020800000000001,4,-56.5,0.9894200000000001,922.75,3
12848,24.25,0.96383,0.16995,0.59068,1,-65.0,0.2485,924.25,3
12849,25.25,0.92865,0.18143,0.59068,1,-64.0,5.441,925.75,3
12850,25.75,0.92865,0.18143,0.59068,1,-67.0,4.9471,922.25,3
12851,26.25,0.92865,0.18143,0.59068,4,-55.5,5.9534,924.75,3
12852,27.0,0.96383,0.15847,0.59068,4,-56.5,0.72864,923.25,3
12853,27.25,0.96383,0.15847,0.59068,1,-67.5,5.6635,921.25,3
12854,28.0,0.96383,0.15847,0.59068,4,-56.0,1.0876,922.75,3
12855,28.25,0.96383,0.15847,0.59068,1,-66.5,4.9394,922.25,3
12856,29.25,0.9403799999999999,0.16995,0.57927,4,-56.0,0.061359000000000004,924.25,3
12857,30.0,1.0928,0.11254000000000002,0.6362899999999999,4,-57.0,1.6812,921.75,3
12858,30.5,1.0928,0.11254000000000002,0.6362899999999999,4,-56.5,1.0799,922.75,3
12859,31.0,1.0107,0.11254000000000002,0.6362899999999999,4,-55.5,5.9718,924.75,3
12860,31.25,1.0107,0.11254000000000002,0.6362899999999999,4,-56.0,0.38043000000000005,923.75,3
12861,31.5,1.0107,0.11254000000000002,0.6362899999999999,1,-65.5,0.25617,924.25,3
12862,32.25,1.0107,0.11254000000000002,0.6362899999999999,4,-57.5,1.6352,921.75,3
12863,32.75,1.0107,0.11254000000000002,0.6362899999999999,1,-64.0,5.372000000000001,925.75,3
12864,33.5,1.1866,0.078086,0.6705,4,-55.0,6.0316,924.75,3
12865,33.75,1.1866,0.078086,0.6705,4,-58.5,2.1844,920.75,3
12866,34.25,1.1866,0.078086,0.6705,4,-56.5,0.7409100000000001,923.25,3
12867,34.5,1.1866,0.078086,0.6705,4,-58.0,1.9006,921.25,3
12868,35.0,1.1866,0.078086,0.6705,1,-63.5,2.2672,925.75,3
12869,35.5,1.1866,0.078086,0.6705,4,-56.5,1.3944,922.25,3
12870,35.75,1.1866,0.078086,0.6705,1,-64.0,5.7862,925.25,3
12871,36.5,0.9169299999999999,0.18143,0.55647,4,-55.5,0.09664099999999999,924.25,3
12872,36.75,0.9169299999999999,0.18143,0.55647,1,-65.5,4.2583,923.25,3
12873,37.5,0.9169299999999999,0.18143,0.55647,4,-56.5,5.1849,921.75,3
12874,38.25,1.0811,0.05511900000000001,0.75032,4,-55.0,6.1175,925.25,3
12875,38.325,1.0811,0.05511900000000001,0.75032,1,-66.0,0.1626,924.75,3
12876,39.0,1.0811,0.05511900000000001,0.75032,4,-56.0,0.30526,924.25,3
12877,39.25,1.0811,0.05511900000000001,0.75032,1,-66.0,1.1336,923.25,3
12878,40.25,0.79967,0.22737,0.5222600000000001,1,-66.0,5.0269,922.25,3
12879,40.75,0.79967,0.22737,0.5222600000000001,4,-55.5,5.9856,924.75,3
12880,41.0,0.79967,0.22737,0.5222600000000001,1,-65.5,0.64887,923.75,3
12881,41.5,0.79967,0.22737,0.5222600000000001,1,-65.5,0.27458,924.25,3
12882,42.25,0.79967,0.22737,0.5222600000000001,4,-57.0,1.6536,921.75,3
12883,42.75,0.9872799999999999,0.12402,0.61348,4,-56.0,1.3821,922.25,3
12884,44.5,1.1632,0.05511900000000001,0.6819,4,-57.5,1.5601,921.75,3
12885,45.0,1.1632,0.05511900000000001,0.6819,4,-57.0,0.9694799999999999,922.75,3
12886,45.75,0.97555,0.14698,0.59068,4,-55.5,6.0009,924.75,3
12887,46.0,0.97555,0.14698,0.59068,4,-56.0,0.36509,923.75,3
12888,46.25,0.97555,0.14698,0.59068,4,-55.5,0.029146,924.25,3
12889,47.0,0.97555,0.14698,0.59068,4,-57.0,1.5693,921.75,3
12890,47.25,0.97555,0.14698,0.59068,1,-65.0,5.3567,925.75,3
12891,48.0,0.8934799999999999,0.19292,0.54506,1,-65.5,5.9902,924.75,3
12892,49.0,0.8934799999999999,0.19292,0.54506,1,-66.0,0.9970899999999999,923.25,3
12893,49.5,0.8934799999999999,0.19292,0.54506,4,-57.0,1.6291,921.75,3
12894,50.0,0.87003,0.2044,0.53366,4,-57.0,1.3039,922.25,3
12895,50.25,0.87003,0.2044,0.53366,4,-55.0,5.6052,925.25,3
12896,50.5,0.87003,0.2044,0.53366,1,-65.5,6.0393,924.75,3
12897,52.0,1.1983,0.066602,0.6819,1,-64.5,5.349,925.75,3
12898,52.5,1.1983,0.066602,0.6819,4,-56.5,1.3438,922.25,3
12899,52.75,1.1983,0.066602,0.6819,4,-54.0,5.6435,925.25,3
12900,53.0,1.1983,0.066602,0.6819,4,-55.0,5.961,924.75,3
12901,53.25,1.1983,0.066602,0.6819,1,-66.0,0.58291,923.75,3
12902,53.75,1.1983,0.066602,0.6819,4,-56.0,0.66728,923.25,3
12903,54.5,0.96383,0.14698,0.57927,1,-64.5,5.3091,925.75,3
12904,55.0,0.96383,0.14698,0.57927,1,-67.0,4.7891,922.25,3
12905,55.5,0.96383,0.14698,0.57927,4,-55.5,5.9089,924.75,3
12906,55.75,0.96383,0.14698,0.57927,4,-58.0,2.1031,920.75,3
12907,56.0,0.96383,0.14698,0.57927,4,-55.5,6.2786,924.25,3
12908,56.25,0.96383,0.14698,0.57927,4,-59.0,5.4809,920.25,3
12909,57.25,0.87003,0.21588000000000002,0.5108600000000001,4,-57.5,1.2272,922.25,3
12910,57.75,0.87003,0.21588000000000002,0.5108600000000001,1,-65.5,6.0163,924.75,3
12911,58.25,0.87003,0.21588000000000002,0.5108600000000001,4,-58.0,0.50775,920.75,3
12912,0.0,0.014071,0.8704200000000001,0.043332,2,-56.5,4.042,923.25,2
12913,0.75,0.014071,0.8704200000000001,0.043332,2,-54.5,1.04,925.75,2
12914,1.25,0.014071,0.8704200000000001,0.043332,2,-55.5,0.6089899999999999,925.25,2
12915,96.5,0.65897,0.0091865,0.86435,4,-57.5,5.8429,925.25,3
12916,98.75,0.65897,0.0091865,0.86435,1,-61.0,1.5202,925.25,3
12917,101.5,0.65897,0.0091865,0.86435,1,-61.0,1.8331,924.75,3
12918,106.25,0.65897,0.0091865,0.86435,1,-61.5,4.8857,924.75,3
12919,111.25,0.65897,0.0091865,0.86435,1,-61.0,1.6889,924.75,3
12920,0.0,0.33066,1.0656,-0.036489999999999995,1,-43.5,6.1574,920.75,4
12921,0.025,0.1196,0.8589399999999999,-0.047893,1,-43.0,0.41417,920.75,4
12922,0.25,0.15478,0.81301,-0.025087,1,-39.5,1.6766,921.75,4
12923,0.275,0.31893,0.9163600000000001,-0.10490999999999999,1,-40.0,1.9604,921.75,4
12924,0.3,0.2603,0.98526,-0.17332999999999998,4,-64.0,5.4303,921.75,4
12925,0.325,0.2603,0.98526,-0.17332999999999998,4,-63.5,5.2907,921.75,4
12926,1.25,0.1196,1.1001,-0.20754,2,-57.5,0.5645,920.25,4
12927,1.75,0.1196,1.1001,-0.20754,2,-56.5,2.2427,921.25,4
12928,2.5,-0.31424,0.92784,-0.20754,2,-57.0,5.1296,920.75,2
12929,3.5,-0.31424,0.92784,-0.20754,2,-58.5,4.9808,923.25,2
12930,5.0,-0.31424,0.92784,-0.20754,2,-60.5,0.15033,920.75,2
12931,6.5,-0.31424,0.92784,-0.20754,2,-57.5,5.1864,923.75,2
12932,8.0,0.69414,0.82449,0.14595999999999998,2,-56.5,1.33,925.75,2
12933,8.5,0.69414,0.82449,0.14595999999999998,2,-58.0,5.6865,923.25,2
12934,9.0,0.69414,0.82449,0.14595999999999998,2,-56.0,4.8474,924.75,2
12935,9.5,0.69414,0.82449,0.14595999999999998,2,-56.5,1.3944,925.25,2
12936,11.25,0.70587,0.79004,0.14595999999999998,2,-57.0,5.1833,923.75,2
12937,11.75,0.70587,0.79004,0.14595999999999998,2,-57.5,5.7141,922.75,2
12938,12.5,0.70587,0.79004,0.14595999999999998,2,-58.5,6.027,921.75,2
12939,13.0,0.70587,0.79004,0.14595999999999998,2,-57.0,4.9456,924.25,2
12940,15.0,0.77622,0.76708,0.19157000000000002,2,-58.5,5.9733,921.75,2
12941,16.5,0.8583,0.73263,0.21438000000000001,2,-59.0,6.1083,921.25,2
12942,17.25,0.8583,0.73263,0.21438000000000001,2,-58.5,5.915,921.75,2
12943,17.75,0.8583,0.73263,0.21438000000000001,2,-56.5,4.9118,924.25,2
12944,18.5,0.8583,0.73263,0.21438000000000001,2,-57.5,5.1327,923.75,2
12945,19.25,0.8583,0.73263,0.21438000000000001,2,-58.0,5.6589,922.75,2
12946,20.5,0.72932,0.77856,0.15736,2,-57.5,5.3643,923.25,2
12947,22.5,0.8231200000000001,0.73263,0.20297,2,-56.5,1.0738,925.75,2
12948,23.0,0.8231200000000001,0.73263,0.20297,2,-57.5,5.4656,923.25,2
12949,23.5,0.8231200000000001,0.73263,0.20297,2,-56.0,4.7216,924.75,2
12950,24.0,0.8231200000000001,0.73263,0.20297,2,-57.5,5.5576,922.75,2
12951,25.25,0.60034,0.84746,0.077541,2,-56.5,4.9041,924.25,2
12952,25.75,0.60034,0.84746,0.077541,2,-57.0,5.1281,923.75,2
12953,26.5,0.60034,0.84746,0.077541,2,-58.0,5.6098,922.75,2
12954,27.5,0.60034,0.84746,0.077541,2,-56.5,4.2721,925.75,2
12955,29.5,0.74105,0.76708,0.18017,2,-59.0,5.7693,921.75,2
12956,30.25,0.74105,0.76708,0.18017,2,-57.0,4.8934,924.25,2
12957,32.5,0.72932,0.77856,0.15736,2,-57.0,4.9946,924.25,2
12958,33.25,0.72932,0.77856,0.15736,2,-57.0,5.4533,923.75,2
12959,33.75,0.72932,0.77856,0.15736,2,-58.0,5.8,922.75,2
12960,35.0,0.72932,0.77856,0.15736,2,-57.0,5.1741,924.25,2
12961,35.5,0.72932,0.77856,0.15736,2,-57.0,5.5499,923.75,2
12962,36.75,0.70587,0.79004,0.043332,2,-59.5,0.28225,920.75,2
12963,37.25,0.70587,0.79004,0.043332,2,-56.0,1.2747,925.75,2
12964,39.0,0.9169299999999999,0.69818,0.14595999999999998,2,-59.5,0.34975,920.75,2
12965,39.75,0.9169299999999999,0.69818,0.14595999999999998,2,-56.5,5.2048,924.25,2
12966,40.5,0.9169299999999999,0.69818,0.14595999999999998,2,-57.0,5.4272,923.75,2
12967,41.0,0.9169299999999999,0.69818,0.14595999999999998,2,-58.0,5.8874,922.75,2
12968,42.25,0.97555,0.6752100000000001,0.15736,2,-56.5,5.257000000000001,924.25,2
12969,43.5,0.97555,0.6752100000000001,0.15736,2,-58.0,5.8092,922.75,2
12970,44.75,0.9521,0.69818,0.16876,2,-56.5,5.3076,924.25,2
12971,45.25,0.9521,0.69818,0.16876,2,-57.0,5.5085,923.75,2
12972,46.0,0.9521,0.69818,0.16876,2,-55.5,4.7262,925.25,2
12973,46.75,0.9521,0.69818,0.16876,2,-58.0,5.9626,922.25,2
12974,48.0,0.9403799999999999,0.69818,0.15736,2,-55.5,4.8152,924.75,2
12975,48.75,0.9403799999999999,0.69818,0.15736,2,-56.0,4.6556,925.25,2
12976,49.5,0.9403799999999999,0.69818,0.15736,2,-56.5,1.2226,924.25,2
12977,51.0,0.27203,0.97377,-0.082102,2,-48.5,0.3973,922.75,4
12978,51.1,0.24858000000000002,0.97377,-0.0022806,2,-47.5,5.2829999999999995,925.25,4
12979,51.125,0.24858000000000002,0.97377,-0.0022806,2,-47.0,5.2938,925.25,4
12980,51.75,0.30721,0.97377,-0.025087,2,-46.5,4.9364,925.75,4
12981,51.85,0.31893,0.96229,-0.025087,2,-46.5,4.8796,925.75,4
12982,52.0,0.33066,0.97377,-0.013684,2,-46.5,4.852,925.75,4
12983,52.1,0.29548,0.97377,-0.036489999999999995,2,-46.5,5.6604,924.25,4
12984,52.125,0.30721,0.96229,-0.025087,2,-46.5,5.6174,924.25,4
12985,52.25,0.31893,0.96229,-0.036489999999999995,2,-47.5,6.185,923.25,4
12986,52.35,0.31893,0.97377,-0.013684,2,-47.5,6.1451,923.25,4
12987,52.375,0.33066,0.97377,-0.013684,2,-50.5,1.2747,920.25,4
12988,52.5,0.33066,0.97377,-0.036489999999999995,2,-46.5,5.9043,923.75,4
12989,52.75,0.30721,0.97377,-0.036489999999999995,2,-46.5,5.9687,923.75,4
12990,52.825,0.30721,0.95081,-0.047893,2,-45.5,5.4134,924.75,4
12991,52.875,0.30721,0.97377,-0.047893,2,-45.5,5.4533,924.75,4
12992,53.25,0.33066,0.98526,-0.036489999999999995,2,-47.0,0.52155,922.75,4
12993,53.325,0.29548,0.97377,-0.047893,2,-47.0,0.56604,922.75,4
12994,53.5,0.29548,0.97377,-0.059296,2,-45.5,5.4196,925.25,4
12995,53.575,0.29548,0.97377,-0.059296,2,-45.5,5.4334,925.25,4
12996,53.625,0.31893,0.97377,-0.059296,2,-45.5,5.4502,925.25,4
12997,53.675,0.30721,0.96229,-0.047893,2,-49.0,1.5861,920.75,4
12998,53.75,0.36583000000000004,0.96229,-0.036489999999999995,2,-49.0,1.7104,920.75,4
12999,53.825,0.36583000000000004,0.96229,-0.036489999999999995,2,-47.5,1.3392,921.75,4
13000,54.0,0.29548,0.98526,-0.070699,2,-47.5,1.5739,921.75,4
13001,54.075,0.22513000000000002,0.93932,0.0091224,2,-46.5,1.6153,922.25,4
13002,54.125,0.22513000000000002,0.99674,0.10035,2,-46.0,1.9113,922.25,4
13003,54.25,0.24858000000000002,1.1001,0.066138,2,-44.5,0.60132,925.75,4
13004,54.325,0.23685,0.97377,-0.025087,2,-44.5,1.3959,925.75,4
13005,54.375,0.28376,1.0082,0.066138,2,-44.0,2.1629,925.75,4
13006,54.425,0.28376,1.0082,0.066138,2,-44.0,0.17334000000000002,924.25,4
13007,54.5,0.22513000000000002,1.0082,0.066138,2,-43.0,4.8689,924.25,4
13008,54.75,0.40101,1.0886,0.24859,2,-45.5,0.19788,923.25,4
13009,54.825,0.40101,1.0886,0.24859,2,-45.5,0.37276,923.25,4
13010,54.875,0.1196,0.99674,-0.17332999999999998,3,-65.5,1.9819,923.25,4
13011,55.0,0.1196,0.99674,-0.17332999999999998,2,-56.5,1.2195,923.75,4
13012,59.0,0.28376,0.93932,0.12315,4,-55.5,1.6122,922.25,1
13013,92.75,0.049247000000000006,0.8819100000000001,-0.047893,1,-68.0,4.309,921.75,1
13014,93.25,0.049247000000000006,0.8819100000000001,-0.047893,3,-58.0,5.731,925.75,1
13015,93.325,0.049247000000000006,0.8819100000000001,-0.047893,4,-55.0,0.95567,924.25,1
13016,93.5,0.049247000000000006,0.8819100000000001,-0.047893,1,-65.0,2.1031,924.25,1
13017,94.5,0.049247000000000006,0.8819100000000001,-0.047893,3,-60.0,1.0109,921.25,1
13018,95.0,1.2452,-0.14009000000000002,-0.09350499999999999,1,-56.5,4.8274,925.25,3
13019,95.25,1.2452,-0.14009000000000002,-0.09350499999999999,3,-58.5,1.3837,921.75,3
13020,95.5,1.2452,-0.14009000000000002,-0.09350499999999999,3,-56.0,0.6473399999999999,922.25,3
13021,95.75,1.2452,-0.14009000000000002,-0.09350499999999999,3,-58.0,4.898,925.75,3
13022,96.0,1.2452,-0.14009000000000002,-0.09350499999999999,3,-59.5,0.24697,923.25,3
13023,96.75,1.1983,-0.16305999999999998,0.14595999999999998,3,-64.5,5.0437,921.25,3
13024,97.25,1.1983,-0.16305999999999998,0.14595999999999998,1,-57.0,4.875,925.25,3
13025,97.75,1.1983,-0.16305999999999998,0.14595999999999998,1,-57.5,1.7165,921.75,3
13026,98.25,1.1983,-0.16305999999999998,0.14595999999999998,3,-57.0,5.5484,924.25,3
13027,99.0,1.1045,-0.094162,0.14595999999999998,3,-57.5,5.8521,923.75,3
13028,99.25,1.1045,-0.094162,0.14595999999999998,3,-57.5,5.1971,924.75,3
13029,99.5,1.1045,-0.094162,0.14595999999999998,3,-57.5,0.2347,922.75,3
13030,99.75,1.1045,-0.094162,0.14595999999999998,1,-57.0,4.855,925.25,3
13031,100.0,1.1045,-0.094162,0.14595999999999998,1,-58.5,5.6742,920.75,3
13032,100.5,1.1514,-0.12861,0.18017,3,-57.5,4.5866,925.75,3
13033,100.75,1.1514,-0.12861,0.18017,1,-57.0,5.7356,924.25,3
13034,101.0,1.1514,-0.12861,0.18017,3,-57.5,6.1451,923.25,3
13035,101.25,1.1514,-0.12861,0.18017,1,-57.0,6.185,923.75,3
13036,101.5,1.1514,-0.12861,0.18017,3,-57.0,5.2125,924.75,3
13037,101.75,1.1514,-0.12861,0.18017,1,-57.5,2.1184,921.25,3
13038,102.0,1.1514,-0.12861,0.18017,3,-57.5,0.26998,922.75,3
13039,102.5,1.1163,-0.11713,0.15736,3,-58.0,0.9388,921.75,3
13040,102.75,1.1163,-0.11713,0.15736,1,-57.5,1.2409999999999999,922.25,3
13041,103.0,1.1163,-0.11713,0.15736,3,-57.5,5.5392,924.25,3
13042,103.25,1.1163,-0.11713,0.15736,3,-57.0,6.231,923.25,3
13043,103.75,1.1163,-0.11713,0.15736,1,-59.0,6.0562,920.25,3
